"id","alias","valid_from_date","valid_to_date","nameset_id","hierarchy_name_id","admin_level","alias_dot_name","last_upddate","last_userid","message","parent_id"
NA,"illibabur","1/1/1990","12/31/9999",9,306195,2,"africa:ethiopia:oromia:illibabur",NA,"kmccarthy",NA,289989
NA,"tarmuwa","1/1/1990","12/31/9999",9,317486,2,"africa:nigeria:yobe:tarmuwa",NA,"kmccarthy",NA,288977
NA,"makurdi","1/1/1990","12/31/9999",9,316904,2,"africa:nigeria:benue:makurdi",NA,"kmccarthy",NA,289013
NA,"onuimo","1/1/1990","12/31/9999",9,317056,2,"africa:nigeria:imo:onuimo",NA,"kmccarthy",NA,288987
NA,"toungo","1/1/1990","12/31/9999",9,316794,2,"africa:nigeria:adamawa:toungo",NA,"kmccarthy",NA,288965
NA,"shinile/siti","1/1/1990","12/31/9999",9,306229,2,"africa:ethiopia:somali:shinile/siti",NA,"kmccarthy",NA,289999
NA,"fik/nogob","1/1/1990","12/31/9999",9,306223,2,"africa:ethiopia:somali:fik/nogob",NA,"kmccarthy",NA,289999
NA,"liben/liban","1/1/1990","12/31/9999",9,306224,2,"africa:ethiopia:somali:liben/liban",NA,"kmccarthy",NA,289999
NA,"lamurde","1/1/1990","12/31/9999",9,316797,2,"africa:nigeria:adamawa:lamurde",NA,"kmccarthy",NA,288965
NA,"warder/dolo","1/1/1990","12/31/9999",9,306225,2,"africa:ethiopia:somali:warder/dolo",NA,"kmccarthy",NA,289999
NA,"degehabur/jarar","1/1/1990","12/31/9999",9,306231,2,"africa:ethiopia:somali:degehabur/jarar",NA,"kmccarthy",NA,289999
NA,"jijiga/fafan","1/1/1990","12/31/9999",9,306227,2,"africa:ethiopia:somali:jijiga/fafan",NA,"kmccarthy",NA,289999
NA,"gode/shabele","1/1/1990","12/31/9999",9,306228,2,"africa:ethiopia:somali:gode/shabele",NA,"kmccarthy",NA,289999
NA,"patigi","1/1/1990","12/31/9999",9,317247,2,"africa:nigeria:kwara:patigi",NA,"kmccarthy",NA,288980
NA,"birnin magaji/kiyawa","1/1/1990","12/31/9999",9,291475,2,"africa:nigeria:zamfara:birnin magaji/kiyawa",NA,"kmccarthy",NA,288978
NA,"bole","1/1/1990","12/31/9999",9,306165,2,"africa:ethiopia:addis ababa:bole",NA,"kmccarthy",NA,290056
NA,"awassa ca","1/1/1990","12/31/9999",9,306209,2,"africa:ethiopia:snnpr:awassa ca",NA,"kmccarthy",NA,289990
NA,"yeka","1/1/1990","12/31/9999",9,306160,2,"africa:ethiopia:addis ababa:yeka",NA,"kmccarthy",NA,290056
NA,"bahir dar","1/1/1990","12/31/9999",9,306177,2,"africa:ethiopia:amhara:bahir dar",NA,"kmccarthy",NA,290052
NA,"shashemene t.","1/1/1990","12/31/9999",9,306197,2,"africa:ethiopia:oromia:shashemene t.",NA,"kmccarthy",NA,289989
NA,"lideta","1/1/1990","12/31/9999",9,306161,2,"africa:ethiopia:addis ababa:lideta",NA,"kmccarthy",NA,290056
NA,"arada","1/1/1990","12/31/9999",9,306160,2,"africa:ethiopia:addis ababa:arada",NA,"kmccarthy",NA,290056
NA,"benishangul g","1/1/1990","12/31/9999",9,290053,1,"africa:ethiopia:benishangul g",16855,"kmccarthy",NA,288551
NA,"hareri","1/1/1990","12/31/9999",9,289984,1,"africa:ethiopia:hareri",16855,"kmccarthy",NA,288551
NA,"kimbi-lulenge","1/1/1990","12/31/9999",9,300978,2,"africa:democratic republic of the congo:sud-kivu:kimbi-lulenge",16875,"kmccarthy",NA,290938
NA,"malemba nkulu","1/1/1990","12/31/9999",9,300762,2,"africa:democratic republic of the congo:katanga:malemba nkulu",16875,"kmccarthy",NA,289720
NA,"banga-lubaka","1/1/1990","12/31/9999",9,300654,2,"africa:democratic republic of the congo:kasai-occidental:banga-lubaka",16875,"kmccarthy",NA,289529
NA,"kanda kanda","1/1/1990","12/31/9999",9,300706,2,"africa:democratic republic of the congo:kasai-oriental:kanda kanda",16875,"kmccarthy",NA,288756
NA,"kasongo lunda","1/1/1990","12/31/9999",9,291575,2,"africa:democratic republic of the congo:bandundu:kasongo lunda",16875,"kmccarthy",NA,291160
NA,"bambumines","1/1/1990","12/31/9999",9,300948,2,"africa:democratic republic of the congo:orientale:bambumines",16875,"kmccarthy",NA,289704
NA,"kabeya-kamuanga","1/1/1990","12/31/9999",9,300707,2,"africa:democratic republic of the congo:kasai-oriental:kabeya-kamuanga",16875,"kmccarthy",NA,288756
NA,"niania","1/1/1990","12/31/9999",9,300935,2,"africa:democratic republic of the congo:orientale:niania",16875,"kmccarthy",NA,289704
NA,"mbanza ngungu","1/1/1990","12/31/9999",9,300565,2,"africa:democratic republic of the congo:bas-congo:mbanza ngungu",16875,"kmccarthy",NA,290973
NA,"kwilu ngongo","1/1/1990","12/31/9999",9,300549,2,"africa:democratic republic of the congo:bas-congo:kwilu ngongo",16875,"kmccarthy",NA,290973
NA,"lubunga","1/1/1990","12/31/9999",9,300926,2,"africa:democratic republic of the congo:kasai-occidental:lubunga",16875,"kmccarthy",NA,289704
NA,"kapolowe","1/1/1990","12/31/9999",9,300774,2,"africa:democratic republic of the congo:sud-kivu:kapolowe",16875,"kmccarthy",NA,289720
NA,"surulere.","1/1/1990","12/31/9999",9,292483,2,"africa:nigeria:oyo:surulere.",16897,"kmccarthy",NA,288991
NA,"gulele","1/1/1990","12/31/9999",9,306162,2,"africa:ethiopia:addis ababa:gulele",NA,"kmccarthy",NA,290056
NA,"kelem","1/1/1990","12/31/9999",9,306189,2,"africa:ethiopia:oromia:kelem",16897,"kmccarthy",NA,289989
NA,"kolfe keranio","1/1/1990","12/31/9999",9,306165,2,"africa:ethiopia:addis ababa:kolfe keranio",16897,"kmccarthy",NA,290056
NA,"horo guduru","1/1/1990","12/31/9999",9,306189,2,"africa:ethiopia:oromia:horo guduru",16897,"kmccarthy",NA,289989
NA,"bishoftu t.","1/1/1990","12/31/9999",9,306197,2,"africa:ethiopia:oromia:bishoftu t.",16897,"kmccarthy",NA,289989
NA,"kirkos","1/1/1990","12/31/9999",9,306165,2,"africa:ethiopia:addis ababa:kirkos",16897,"kmccarthy",NA,290056
NA,"nefas-silk lafto","1/1/1990","12/31/9999",9,306161,2,"africa:ethiopia:addis ababa:nefas-silk lafto",16897,"kmccarthy",NA,290056
NA,"adama t.","1/1/1990","12/31/9999",9,306197,2,"africa:ethiopia:oromia:adama t.",16897,"kmccarthy",NA,289989
NA,"addis ketema","1/1/1990","12/31/9999",9,306162,2,"africa:ethiopia:addis ababa:addis ketema",16897,"kmccarthy",NA,290056
NA,"asela t.","1/1/1990","12/31/9999",9,306194,2,"africa:ethiopia:oromia:asela t.",16897,"kmccarthy",NA,289989
NA,"yem","1/1/1990","12/31/9999",9,306203,2,"africa:ethiopia:oromia:yem",16897,"kmccarthy",NA,289990
NA,"basketo","1/1/1990","12/31/9999",9,306205,2,"africa:ethiopia:oromia:basketo",16897,"kmccarthy",NA,289990
NA,"derashe","1/1/1990","12/31/9999",9,306207,2,"africa:ethiopia:oromia:derashe",16897,"kmccarthy",NA,289990
NA,"burji","1/1/1990","12/31/9999",9,306208,2,"africa:ethiopia:oromia:burji",16897,"kmccarthy",NA,289990
NA,"konta","1/1/1990","12/31/9999",9,306216,2,"africa:ethiopia:oromia:konta",16897,"kmccarthy",NA,289990
NA,"amaro","1/1/1990","12/31/9999",9,306217,2,"africa:ethiopia:oromia:amaro",16897,"kmccarthy",NA,289990
NA,"konso","1/1/1990","12/31/9999",9,306220,2,"africa:ethiopia:oromia:konso",16897,"kmccarthy",NA,289990
NA,"alaba","1/1/1990","12/31/9999",9,306210,2,"africa:ethiopia:snnpr:alaba",16897,"kmccarthy",NA,289990
NA,"bahir dar","1/1/1990","12/31/9999",9,306173,2,"africa:ethiopia:amhara:bahir dar",16897,"kmccarthy",NA,290052
NA,"agnuak","1/1/1990","12/31/9999",9,306186,2,"africa:ethiopia:gambella:agnuak",16898,"kmccarthy",NA,290051
NA,"akaki/kaliti","1/1/1990","12/31/9999",9,306163,2,"africa:ethiopia:addis ababa:akaki/kaliti",16898,"kmccarthy",NA,290056
NA,"finfine zuria","1/1/1990","12/31/9999",9,306196,2,"africa:ethiopia:oromia:finfine zuria",16898,"kmccarthy",NA,289989
NA,"tongo","1/1/1990","12/31/9999",9,306183,2,"africa:ethiopia:benishangul gumuz:tongo",16898,"kmccarthy",NA,290053
NA,"pawe","1/1/1990","12/31/9999",9,306183,2,"africa:ethiopia:benishangul gumuz:pawe",16898,"kmccarthy",NA,290053
NA,"dirashie","1/1/1990","12/31/9999",9,306207,2,"africa:ethiopia:snnpr:dirashie",16898,"kmccarthy",NA,289990
NA,"mejenger","1/1/1990","12/31/9999",9,306186,2,"africa:ethiopia:gambella:mejenger",16898,"kmccarthy",NA,290051
NA,"maokomo","1/1/1990","12/31/9999",9,306183,2,"africa:ethiopia:benishangul gumuz:maokomo",16898,"kmccarthy",NA,290053
NA,"nuer","1/1/1990","12/31/9999",9,306185,2,"africa:ethiopia:gambella:nuer",16898,"kmccarthy",NA,290051
NA,"gonder t","1/1/1990","12/31/9999",9,306180,2,"africa:ethiopia:amhara:gonder t",16898,"kmccarthy",NA,290052
NA,"assella t","1/1/1990","12/31/9999",9,306194,2,"africa:ethiopia:oromia:assella t",16898,"kmccarthy",NA,289989
NA,"segen surrounding zone","1/1/1990","12/31/9999",9,306208,2,"africa:ethiopia:snnpr:segen surrounding zone",16898,"kmccarthy",NA,289990
NA,"gambella","1/1/1990","12/31/9999",9,306186,2,"africa:ethiopia:gambella:gambella",16898,"kmccarthy",NA,290051
NA,"kebri dehar","1/1/1990","12/31/9999",9,306230,2,"africa:ethiopia:somali:kebri dehar",16898,"kmccarthy",NA,289999
NA,"kindo didaye","1/1/1990","12/31/9999",9,306202,2,"africa:ethiopia:snnpr:kindo didaye",16898,"kmccarthy",NA,289990
NA,"aleta chiko","1/1/1990","12/31/9999",9,306209,2,"africa:ethiopia:snnpr:aleta chiko",16898,"kmccarthy",NA,289990
NA,"addis ababa","1/1/1990","12/31/9999",9,306162,2,"africa:ethiopia:addis ababa:addis ababa",16898,"kmccarthy",NA,290056
NA,"kucha","1/1/1990","12/31/9999",9,306206,2,"africa:ethiopia:snnpr:kucha",16898,"kmccarthy",NA,289990
NA,"korahe","1/1/1990","12/31/9999",9,306230,2,"africa:ethiopia:somali:korahe",16898,"kmccarthy",NA,289999
NA,"salima","1/1/1990","12/31/9999",9,313645,2,"africa:malawi:central:salima",16898,"kmccarthy",NA,288765
NA,"dedza","1/1/1990","12/31/9999",9,313639,2,"africa:malawi:central:dedza",16898,"kmccarthy",NA,288765
NA,"dowa","1/1/1990","12/31/9999",9,313642,2,"africa:malawi:central:dowa",16898,"kmccarthy",NA,288765
NA,"kasungu","1/1/1990","12/31/9999",9,313640,2,"africa:malawi:central:kasungu",16898,"kmccarthy",NA,288765
NA,"lilongwe","1/1/1990","12/31/9999",9,313644,2,"africa:malawi:central:lilongwe",16898,"kmccarthy",NA,288765
NA,"ntchisi","1/1/1990","12/31/9999",9,313641,2,"africa:malawi:central:ntchisi",16898,"kmccarthy",NA,288765
NA,"mchinji","1/1/1990","12/31/9999",9,313638,2,"africa:malawi:central:mchinji",16898,"kmccarthy",NA,288765
NA,"nkhotakota","1/1/1990","12/31/9999",9,313646,2,"africa:malawi:central:nkhotakota",16898,"kmccarthy",NA,288765
NA,"ntcheu","1/1/1990","12/31/9999",9,313643,2,"africa:malawi:central:ntcheu",16898,"kmccarthy",NA,288765
NA,"chitipa","1/1/1990","12/31/9999",9,313648,2,"africa:malawi:northern:chitipa",16898,"kmccarthy",NA,288768
NA,"karonga","1/1/1990","12/31/9999",9,313649,2,"africa:malawi:northern:karonga",16898,"kmccarthy",NA,288768
NA,"mzimba","1/1/1990","12/31/9999",9,313650,2,"africa:malawi:northern:mzimba",16898,"kmccarthy",NA,288768
NA,"nkhatabay","1/1/1990","12/31/9999",9,313647,2,"africa:malawi:northern:nkhatabay",16898,"kmccarthy",NA,288768
NA,"rumphi","1/1/1990","12/31/9999",9,313651,2,"africa:malawi:northern:rumphi",16898,"kmccarthy",NA,288768
NA,"nkhotakota","1/1/1990","12/31/9999",9,313646,2,"africa:malawi::nkhotakota",16898,"kmccarthy",NA,288765
NA,"balaka","1/1/1990","12/31/9999",9,313658,2,"africa:malawi:southern:balaka",16898,"kmccarthy",NA,288764
NA,"neno","1/1/1990","12/31/9999",9,313660,2,"africa:malawi:southern:neno",16898,"kmccarthy",NA,288764
NA,"phalombe","1/1/1990","12/31/9999",9,313655,2,"africa:malawi:southern:phalombe",16898,"kmccarthy",NA,288764
NA,"balaka","1/1/1990","12/31/9999",9,313658,2,"africa:malawi:central:balaka",16898,"kmccarthy",NA,288764
NA,"kansele","1/1/1990","12/31/9999",9,300768,2,"africa:democratic republic of the congo:kasai-oriental:kansele",16899,"kmccarthy",NA,289720
NA,"kanzala","1/1/1990","12/31/9999",9,300755,2,"africa:democratic republic of the congo:kasai-occidental:kanzala",16899,"kmccarthy",NA,289720
NA,"kampemba","1/1/1990","12/31/9999",9,300842,2,"africa:democratic republic of the congo:katanga:kampemba",16899,"kmccarthy",NA,291164
NA,"bili","1/1/1990","12/31/9999",9,300594,2,"africa:democratic republic of the congo:orientale:bili",16899,"kmccarthy",NA,290972
NA,"kaniola","1/1/1990","12/31/9999",9,300703,2,"africa:democratic republic of the congo:sud-kivu:kaniola",16899,"kmccarthy",NA,288756
NA,"kalima","1/1/1990","12/31/9999",9,300828,2,"africa:democratic republic of the congo:sud-kivu:kalima",16899,"kmccarthy",NA,291164
NA,"itombwe","1/1/1990","12/31/9999",9,300959,2,"africa:democratic republic of the congo:nord-kivu:itombwe",16899,"kmccarthy",NA,290938
NA,"kampene","1/1/1990","12/31/9999",9,300652,2,"africa:democratic republic of the congo:maniema:kampene",16899,"kmccarthy",NA,289529
NA,"kansimba","1/1/1990","12/31/9999",9,300659,2,"africa:democratic republic of the congo:katanga:kansimba",16899,"kmccarthy",NA,289529
NA,"kikimi","1/1/1990","12/31/9999",9,300796,2,"africa:democratic republic of the congo:katanga:kikimi",16899,"kmccarthy",NA,288754
NA,"kitenge","1/1/1990","12/31/9999",9,291707,2,"africa:democratic republic of the congo:bandundu:kitenge",16899,"kmccarthy",NA,289720
NA,"nia-nia","1/1/1990","12/31/9999",9,300935,2,"africa:democratic republic of the congo:oreintale:nia-nia",16899,"kmccarthy",NA,289704
NA,"kiri","1/1/1990","12/31/9999",9,300528,2,"africa:democratic republic of the congo:katanga:kiri",16899,"kmccarthy",NA,291160
NA,"mangembo","1/1/1990","12/31/9999",9,300572,2,"africa:democratic republic of the congo:orientale:mangembo",16899,"kmccarthy",NA,290973
NA,"dilala","1/1/1990","12/31/9999",9,300764,2,"africa:democratic republic of the congo:tanganyika:dilala",16899,"kmccarthy",NA,289720
NA,"citenge","1/1/1990","12/31/9999",9,300719,2,"africa:democratic republic of the congo:kasai-oriental:citenge",16899,"kmccarthy",NA,288756
NA,"limeté","1/1/1990","12/31/9999",9,300803,2,"africa:democratic republic of the congo:kinshasa:limeté",16899,"kmccarthy",NA,288754
NA,"mangurejipa","1/1/1990","12/31/9999",9,300871,2,"africa:democratic republic of the congo:nord-kivu:mangurejipa",16899,"kmccarthy",NA,289705
NA,"lukonga","1/1/1990","12/31/9999",9,300665,2,"africa:democratic republic of the congo:kasai-occidental:lukonga",16899,"kmccarthy",NA,289529
NA,"vangu","1/1/1990","12/31/9999",9,300765,2,"africa:democratic republic of the congo:katanga:vangu",16899,"kmccarthy",NA,289720
NA,"ibanda","1/1/1990","12/31/9999",9,300960,2,"africa:democratic republic of the congo:sud-kivu:ibanda",16899,"kmccarthy",NA,290938
NA,"lukalenge","1/1/1990","12/31/9999",9,300718,2,"africa:democratic republic of the congo:kasai-oriental:lukalenge",16899,"kmccarthy",NA,288756
NA,"ludimbi lukula","1/1/1990","12/31/9999",9,300690,2,"africa:democratic republic of the congo:kasai-oriental:ludimbi lukula",16899,"kmccarthy",NA,288756
NA,"kindu","1/1/1990","12/31/9999",9,300835,2,"africa:democratic republic of the congo:maniema:kindu",16899,"kmccarthy",NA,291164
NA,"cilundu","1/1/1990","12/31/9999",9,300702,2,"africa:democratic republic of the congo:kasai-oriental:cilundu",16899,"kmccarthy",NA,288756
NA,"binza-météo","1/1/1990","12/31/9999",9,300817,2,"africa:democratic republic of the congo:kinshasa:binza-météo",16899,"kmccarthy",NA,288754
NA,"kabondo-diondo","1/1/1990","12/31/9999",9,300743,2,"africa:democratic republic of the congo:katanga:kabondo-diondo",16899,"kmccarthy",NA,289720
NA,"kikwit-sud","1/1/1990","12/31/9999",9,300451,2,"africa:democratic republic of the congo:bandundu:kikwit-sud",16899,"kmccarthy",NA,291160
NA,"kokolo","1/1/1990","12/31/9999",9,300802,2,"africa:democratic republic of the congo:kinshasa:kokolo",16899,"kmccarthy",NA,288754
NA,"augba","1/1/1990","12/31/9999",9,300954,2,"africa:democratic republic of the congo:orientale:augba",16899,"kmccarthy",NA,289704
NA,"lubondate","1/1/1990","12/31/9999",9,300648,2,"africa:democratic republic of the congo:kasai-occidental:lubondate",16899,"kmccarthy",NA,289529
NA,"kalend","1/1/1990","12/31/9999",9,300702,2,"africa:democratic republic of the congo:kasai-oriental:kalend",16899,"kmccarthy",NA,288756
NA,"linguala","1/1/1990","12/31/9999",9,300804,2,"africa:democratic republic of the congo:kinshasa:linguala",16899,"kmccarthy",NA,288754
NA,"kashobwe","1/1/1990","12/31/9999",9,300745,2,"africa:democratic republic of the congo:katanga:kashobwe",16899,"kmccarthy",NA,289720
NA,"miti - murhesa","1/1/1990","12/31/9999",9,300989,2,"africa:democratic republic of the congo:sud-kivu:miti - murhesa",16899,"kmccarthy",NA,290938
NA,"malemba","1/1/1990","12/31/9999",9,300770,2,"africa:democratic republic of the congo:katanga:malemba",16899,"kmccarthy",NA,289720
NA,"kitambo","1/1/1990","12/31/9999",9,300802,2,"africa:democratic republic of the congo:kinshasa:kitambo",16899,"kmccarthy",NA,288754
NA,"bena-tshiadi","1/1/1990","12/31/9999",9,300670,2,"africa:democratic republic of the congo:kasai-occidental:bena-tshiadi",16899,"kmccarthy",NA,289529
NA,"kalambayi","1/1/1990","12/31/9999",9,300649,2,"africa:democratic republic of the congo:kasai-oriental:kalambayi",16899,"kmccarthy",NA,289529
NA,"birambilo","1/1/1990","12/31/9999",9,300855,2,"africa:democratic republic of the congo:nord-kivu:birambilo",16899,"kmccarthy",NA,289705
NA,"dingila","1/1/1990","12/31/9999",9,300892,2,"africa:democratic republic of the congo:orientale:dingila",16899,"kmccarthy",NA,289704
NA,"luizi","1/1/1990","12/31/9999",9,300674,2,"africa:democratic republic of the congo:kasai-occidental:luizi",16899,"kmccarthy",NA,289529
NA,"ototo","1/1/1990","12/31/9999",9,300705,2,"africa:democratic republic of the congo:kasai-oriental:ototo",16899,"kmccarthy",NA,288756
NA,"tshumbe","1/1/1990","12/31/9999",9,300932,2,"africa:democratic republic of the congo:kasai-oriental:tshumbe",16899,"kmccarthy",NA,289704
NA,"bena tshiadi","1/1/1990","12/31/9999",9,300670,2,"africa:democratic republic of the congo:kasai-occidental:bena tshiadi",16899,"kmccarthy",NA,289529
NA,"ludimbi-lukula","1/1/1990","12/31/9999",9,300690,2,"africa:democratic republic of the congo:kasai-oriental:ludimbi-lukula",16899,"kmccarthy",NA,288756
NA,"ludimbi- lukula","1/1/1990","12/31/9999",9,300690,2,"africa:democratic republic of the congo:kasai-oriental:ludimbi- lukula",16899,"kmccarthy",NA,288756
NA,"kikwit sud","1/1/1990","12/31/9999",9,300451,2,"africa:democratic republic of the congo:bandundu:kikwit sud",16899,"kmccarthy",NA,291160
NA,"kalambayi","1/1/1990","12/31/9999",9,300649,2,"africa:democratic republic of the congo:kasai-oriental:kalambayi",16899,"kmccarthy",NA,289529
NA,"tshumbe","1/1/1990","12/31/9999",9,300932,2,"africa:democratic republic of the congo:kasai-oriental:tshumbe",16899,"kmccarthy",NA,289704
NA,"mwene ditu","1/1/1990","12/31/9999",9,300717,2,"africa:democratic republic of the congo:mwene-ditu:mwene ditu",16899,"kmccarthy",NA,288756
NA,"itas-gadau","1/1/1990","12/31/9999",9,316863,2,"africa:nigeria:bauchi:itas-gadau",17051,"kmccarthy",NA,288983
NA,"birnin-kudu","1/1/1990","12/31/9999",9,317088,2,"africa:nigeria:jigawa:birnin-kudu",17051,"kmccarthy",NA,288986
NA,"kafin-hausa","1/1/1990","12/31/9999",9,317098,2,"africa:nigeria:jigawa:kafin-hausa",17051,"kmccarthy",NA,288986
NA,"malam-maduri","1/1/1990","12/31/9999",9,317079,2,"africa:nigeria:jigawa:malam-maduri",17051,"kmccarthy",NA,288986
NA,"danmusa","1/1/1990","12/31/9999",9,317189,2,"africa:nigeria:katsina:danmusa",17051,"kmccarthy",NA,288997
NA,"dutsinma","1/1/1990","12/31/9999",9,317191,2,"africa:nigeria:katsina:dutsinma",17051,"kmccarthy",NA,288997
NA,"maiadua","1/1/1990","12/31/9999",9,317171,2,"africa:nigeria:katsina:maiadua",17051,"kmccarthy",NA,288997
NA,"ajeromi ifelodun","1/1/1990","12/31/9999",9,317257,2,"africa:nigeria:lagos:ajeromi ifelodun",17051,"kmccarthy",NA,288981
NA,"oshodi isolo","1/1/1990","12/31/9999",9,317271,2,"africa:nigeria:lagos:oshodi isolo",17051,"kmccarthy",NA,288981
NA,"ado odo\ota","1/1/1990","12/31/9999",9,317324,2,"africa:nigeria:ogun:ado odo\ota",17051,"kmccarthy",NA,288995
NA,"dange/shuni","1/1/1990","12/31/9999",9,317463,2,"africa:nigeria:sokoto:dange/shuni",17051,"kmccarthy",NA,288989
NA,"kaura-namoda","1/1/1990","12/31/9999",9,291472,2,"africa:nigeria:zamfara:kaura-namoda",17051,"kmccarthy",NA,288978
NA,"talata-mafara","1/1/1990","12/31/9999",9,317497,2,"africa:nigeria:zamfara:talata-mafara",17051,"kmccarthy",NA,288978
NA,"mayo-oulo","1/1/1990","12/31/9999",9,301241,2,"africa:cameroon:nord:mayo-oulo",17051,"kmccarthy",NA,289781
NA,"abou deia","1/1/1990","12/31/9999",9,319920,2,"africa:chad:salamat:abou deia",17051,"kmccarthy",NA,290738
NA,"garun mallam","1/1/1990","12/31/9999",9,317136,2,"africa:nigeria:kano:garun mallam",17051,"kmccarthy",NA,288984
NA,"maru","1/1/1990","12/31/9999",9,317506,2,"africa:nigeria:kebbi:maru",17051,"kmccarthy",NA,288978
NA,"bongor","1/1/1990","12/31/9999",9,319905,2,"africa:chad:mayo kebbi ouest:bongor",17051,"kmccarthy",NA,290717
NA,"koumra","1/1/1990","12/31/9999",9,319899,2,"africa:chad:moyen chari:koumra",17051,"kmccarthy",NA,290730
NA,"dambam","1/1/1990","12/31/9999",9,316865,2,"africa:nigeria:bauchi:dambam",17051,"kmccarthy",NA,288983
NA,"otukpo","1/1/1990","12/31/9999",9,316895,2,"africa:nigeria:benue:otukpo",17051,"kmccarthy",NA,289013
NA,"sule-tankankan","1/1/1990","12/31/9999",9,317081,2,"africa:nigeria:jigawa:sule-tankankan",17051,"kmccarthy",NA,288986
NA,"birnin-g","1/1/1990","12/31/9999",9,292244,2,"africa:nigeria:kaduna:birnin-g",17051,"kmccarthy",NA,288985
NA,"sabon-ga","1/1/1990","12/31/9999",9,317126,2,"africa:nigeria:kaduna:sabon-ga",17051,"kmccarthy",NA,288985
NA,"kankiya","1/1/1990","12/31/9999",9,317179,2,"africa:nigeria:katsina:kankiya",17051,"kmccarthy",NA,288997
NA,"danko wasagu","1/1/1990","12/31/9999",9,317205,2,"africa:nigeria:kebbi:danko wasagu",17051,"kmccarthy",NA,288963
NA,"igalamela","1/1/1990","12/31/9999",9,317228,2,"africa:nigeria:kogi:igalamela",17051,"kmccarthy",NA,288979
NA,"minna","1/1/1990","12/31/9999",9,317286,2,"africa:nigeria:niger:minna",17051,"kmccarthy",NA,288982
NA,"ifedapo","1/1/1990","12/31/9999",9,317366,2,"africa:nigeria:oyo:ifedapo",17051,"kmccarthy",NA,288992
NA,"wuruno","1/1/1990","12/31/9999",9,317455,2,"africa:nigeria:sokoto:wuruno",17051,"kmccarthy",NA,288989
NA,"birnin-magaji","1/1/1990","12/31/9999",9,291475,2,"africa:nigeria:zamfara:birnin-magaji",17051,"kmccarthy",NA,288978
NA,"ndjamena sud","1/1/1990","12/31/9999",9,319914,2,"africa:chad:chari baguirmi:ndjamena sud",17051,"kmccarthy",NA,290725
NA,"birni n'konni","1/1/1990","12/31/9999",9,316757,2,"africa:niger:tahoua:birni n'konni",17051,"kmccarthy",NA,288962
NA,"ifedapo","1/1/1990","12/31/9999",9,317366,2,"africa:nigeria:oyo:ifedapo",17051,"kmccarthy",NA,288992
NA,"ndjamena sud","1/1/1990","12/31/9999",9,319914,2,"africa:chad:chari baguirmi:ndjamena sud",17051,"kmccarthy",NA,290725
NA,"maine soroa","1/1/1990","12/31/9999",9,316740,2,"africa:niger:diffa:maine soroa",17051,"kmccarthy",NA,288959
NA,"dogon doutchi","1/1/1990","12/31/9999",9,316742,2,"africa:niger:dosso:dogon doutchi",17051,"kmccarthy",NA,288961
NA,"dogondoutchi","1/1/1990","12/31/9999",9,316742,2,"africa:niger:dosso:dogondoutchi",17051,"kmccarthy",NA,288961
NA,"guidan roumdji","1/1/1990","12/31/9999",9,316750,2,"africa:niger:maradi:guidan roumdji",17051,"kmccarthy",NA,288960
NA,"guidan-roumdji","1/1/1990","12/31/9999",9,316750,2,"africa:niger:maradi:guidan-roumdji",17051,"kmccarthy",NA,288960
NA,"maradi","1/1/1990","12/31/9999",9,316749,2,"africa:niger:maradi:maradi",17051,"kmccarthy",NA,288960
NA,"tchin-tabaraden","1/1/1990","12/31/9999",9,316758,2,"africa:niger:tahoua:tchin-tabaraden",17051,"kmccarthy",NA,288962
NA,"mirria","1/1/1990","12/31/9999",9,316767,2,"africa:niger:zinder:mirria",17051,"kmccarthy",NA,289163
NA,"nnewi_north","1/1/1990","12/31/9999",9,316855,2,"africa:nigeria:anambra:nnewi_north",17246,"kmccarthy",NA,289014
NA,"uzo_uwani","1/1/1990","12/31/9999",9,317022,2,"africa:nigeria:enugu:uzo_uwani",17246,"kmccarthy",NA,288996
NA,"ideato_south","1/1/1990","12/31/9999",9,317075,2,"africa:nigeria:imo:ideato_south",17246,"kmccarthy",NA,288987
NA,"ohaji_egbema","1/1/1990","12/31/9999",9,317073,2,"africa:nigeria:imo:ohaji_egbema",17246,"kmccarthy",NA,288987
NA,"anambra_east","1/1/1990","12/31/9999",9,316848,2,"africa:nigeria:anambra:anambra_east",17246,"kmccarthy",NA,289014
NA,"wasagu_danko","1/1/1990","12/31/9999",9,317205,2,"africa:nigeria:kebbi:wasagu_danko",17246,"kmccarthy",NA,288963
NA,"sokoto_north","1/1/1990","12/31/9999",9,317456,2,"africa:nigeria:sokoto:sokoto_north",17246,"kmccarthy",NA,288989
NA,"kala_balge","1/1/1990","12/31/9999",9,316913,2,"africa:nigeria:borno:kala_balge",17246,"kmccarthy",NA,289012
NA,"isoko_north","1/1/1990","12/31/9999",9,316970,2,"africa:nigeria:delta:isoko_north",17246,"kmccarthy",NA,289010
NA,"ado_ekiti","1/1/1990","12/31/9999",9,317019,2,"africa:nigeria:ekiti:ado_ekiti",17246,"kmccarthy",NA,289003
NA,"kuje","1/1/1990","12/31/9999",9,317037,2,"africa:nigeria:fct_abuja:kuje",17246,"kmccarthy",NA,288925
NA,"kwali","1/1/1990","12/31/9999",9,317038,2,"africa:nigeria:fct_abuja:kwali",17246,"kmccarthy",NA,288925
NA,"talata_mafara","1/1/1990","12/31/9999",9,317497,2,"africa:nigeria:zamfara:talata_mafara",17246,"kmccarthy",NA,288978
